true_eta,scheme,prior_family,prior_strength,eta,posterior_weight
2.5,aggregate_weekly,half_normal,strong,3.25,0.00011094002539977722
2.5,aggregate_weekly,half_normal,strong,3.5,8.233931123386732e-5
2.5,aggregate_weekly,exponential,weak,0.0,0.12444960367457197
2.5,aggregate_weekly,exponential,weak,0.25,0.1250254467315255
2.5,aggregate_weekly,exponential,weak,0.5,0.11017813306586917
2.5,aggregate_weekly,exponential,weak,0.75,0.1034677132101132
2.5,aggregate_weekly,exponential,weak,1.0,0.10154950949682853
2.5,aggregate_weekly,exponential,weak,1.25,0.09149228846380737
2.5,aggregate_weekly,exponential,weak,1.5,8.875189658055464e-5
2.5,aggregate_weekly,exponential,weak,1.75,7.986154005482608e-5
2.5,aggregate_weekly,exponential,weak,2.0,0.054683929680415945
2.5,aggregate_weekly,exponential,weak,2.25,0.07940386161409671
2.5,aggregate_weekly,exponential,weak,2.5,0.10600536738623748
2.5,aggregate_weekly,exponential,weak,2.75,0.05984914431282094
2.5,aggregate_weekly,exponential,weak,3.0,5.5403261774893716e-8
2.5,aggregate_weekly,exponential,weak,3.25,0.021410926155844716
2.5,aggregate_weekly,exponential,weak,3.5,0.022315407367971343
2.5,aggregate_weekly,exponential,moderate,0.0,0.20669893632731895
2.5,aggregate_weekly,exponential,moderate,0.25,0.1725437390631746
2.5,aggregate_weekly,exponential,moderate,0.5,0.13433999251012013
2.5,aggregate_weekly,exponential,moderate,0.75,0.10816399530738424
2.5,aggregate_weekly,exponential,moderate,1.0,0.12162523886001661
2.5,aggregate_weekly,exponential,moderate,1.25,0.06391888212613318
2.5,aggregate_weekly,exponential,moderate,1.5,6.586710216257389e-5
2.5,aggregate_weekly,exponential,moderate,1.75,7.733653600520064e-5
2.5,aggregate_weekly,exponential,moderate,2.0,0.03715348994778744
2.5,aggregate_weekly,exponential,moderate,2.25,0.04257055558355875
2.5,aggregate_weekly,exponential,moderate,2.5,0.05475874078176123
2.5,aggregate_weekly,exponential,moderate,2.75,0.0335805809805602
2.5,aggregate_weekly,exponential,moderate,3.0,2.6499520315624284e-8
2.5,aggregate_weekly,exponential,moderate,3.25,0.010368192306767748
2.5,aggregate_weekly,exponential,moderate,3.5,0.01413442606772879
2.5,aggregate_weekly,exponential,strong,0.0,0.33601415909606425
2.5,aggregate_weekly,exponential,strong,0.25,0.22157045389896385
2.5,aggregate_weekly,exponential,strong,0.5,0.14271374169981427
2.5,aggregate_weekly,exponential,strong,0.75,0.0893304356050517
2.5,aggregate_weekly,exponential,strong,1.0,0.11850209684093059
2.5,aggregate_weekly,exponential,strong,1.25,0.029665669645414342
2.5,aggregate_weekly,exponential,strong,1.5,2.6844847051852168e-5
2.5,aggregate_weekly,exponential,strong,1.75,5.0336742966829586e-5
2.5,aggregate_weekly,exponential,strong,2.0,0.014598522695206222
2.5,aggregate_weekly,exponential,strong,2.25,0.012603886598623432
2.5,aggregate_weekly,exponential,strong,2.5,0.01534622178460601
2.5,aggregate_weekly,exponential,strong,2.75,0.01170202207674603
2.5,aggregate_weekly,exponential,strong,3.0,5.450001294058168e-9
2.5,aggregate_weekly,exponential,strong,3.25,0.0028605756593003528
2.5,aggregate_weekly,exponential,strong,3.5,0.005015027359259033
2.5,aggregate_weekly,spike_slab,weak,0.0,0.25027632214457385
2.5,aggregate_weekly,spike_slab,weak,0.25,0.093445682342383
2.5,aggregate_weekly,spike_slab,weak,0.5,0.09068214827688421
2.5,aggregate_weekly,spike_slab,weak,0.75,0.08794590115161957
2.5,aggregate_weekly,spike_slab,weak,1.0,0.09913143868838951
2.5,aggregate_weekly,spike_slab,weak,1.25,0.07880320572374812
2.5,aggregate_weekly,spike_slab,weak,1.5,7.85399102014525e-5
2.5,aggregate_weekly,spike_slab,weak,1.75,8.582688796843952e-5
2.5,aggregate_weekly,spike_slab,weak,2.0,0.05055946916573116
2.5,aggregate_weekly,spike_slab,weak,2.25,0.0711896831458328
2.5,aggregate_weekly,spike_slab,weak,2.5,0.09158142943837491
2.5,aggregate_weekly,spike_slab,weak,2.75,0.05269155385270029
2.5,aggregate_weekly,spike_slab,weak,3.0,4.507716013689522e-8
2.5,aggregate_weekly,spike_slab,weak,3.25,0.015880512309730564
2.5,aggregate_weekly,spike_slab,weak,3.5,0.017648241884701994
2.5,aggregate_weekly,spike_slab,moderate,0.0,0.45412385580478526
2.5,aggregate_weekly,spike_slab,moderate,0.25,0.058200575427757424
2.5,aggregate_weekly,spike_slab,moderate,0.5,0.06006889192357681
2.5,aggregate_weekly,spike_slab,moderate,0.75,0.05699904011997085
2.5,aggregate_weekly,spike_slab,moderate,1.0,0.07664633706430224
2.5,aggregate_weekly,spike_slab,moderate,1.25,0.04896849836632014
2.5,aggregate_weekly,spike_slab,moderate,1.5,4.979488742913706e-5
2.5,aggregate_weekly,spike_slab,moderate,1.75,7.943712175837199e-5
2.5,aggregate_weekly,spike_slab,moderate,2.0,0.03865911829692356
2.5,aggregate_weekly,spike_slab,moderate,2.25,0.05467057041191965
2.5,aggregate_weekly,spike_slab,moderate,2.5,0.0724482439802841
2.5,aggregate_weekly,spike_slab,moderate,2.75,0.04738656382066432
2.5,aggregate_weekly,spike_slab,moderate,3.0,4.341648824759575e-8
2.5,aggregate_weekly,spike_slab,moderate,3.25,0.014351047923780343
2.5,aggregate_weekly,spike_slab,moderate,3.5,0.017347981434039563
2.5,aggregate_weekly,spike_slab,strong,0.0,0.653768243975356
2.5,aggregate_weekly,spike_slab,strong,0.25,0.02890414578715893
2.5,aggregate_weekly,spike_slab,strong,0.5,0.0317088159041465
2.5,aggregate_weekly,spike_slab,strong,0.75,0.02931766217578648
2.5,aggregate_weekly,spike_slab,strong,1.0,0.05164801210085746
2.5,aggregate_weekly,spike_slab,strong,1.25,0.02394195582706016
2.5,aggregate_weekly,spike_slab,strong,1.5,2.5341678305906208e-5
2.5,aggregate_weekly,spike_slab,strong,1.75,7.188508047190597e-5
2.5,aggregate_weekly,spike_slab,strong,2.0,0.027802818216951096
2.5,aggregate_weekly,spike_slab,strong,2.25,0.03490464024096517
2.5,aggregate_weekly,spike_slab,strong,2.5,0.04827845430504165
2.5,aggregate_weekly,spike_slab,strong,2.75,0.03993528617923757
2.5,aggregate_weekly,spike_slab,strong,3.0,4.143439626998196e-8
2.5,aggregate_weekly,spike_slab,strong,3.25,0.012899442423183246
2.5,aggregate_weekly,spike_slab,strong,3.5,0.01679325467108168
2.5,aggregate_monthly,half_normal,weak,0.0,0.1658206850825557
2.5,aggregate_monthly,half_normal,weak,0.25,0.13212094435963853
2.5,aggregate_monthly,half_normal,weak,0.5,0.12296479151618464
2.5,aggregate_monthly,half_normal,weak,0.75,0.22235863732759384
2.5,aggregate_monthly,half_normal,weak,1.0,0.026831666733959845
2.5,aggregate_monthly,half_normal,weak,1.25,0.1371222224832973
2.5,aggregate_monthly,half_normal,weak,1.5,4.363483159454479e-5
2.5,aggregate_monthly,half_normal,weak,1.75,3.943065162676661e-5
2.5,aggregate_monthly,half_normal,weak,2.0,0.020533925727966515
2.5,aggregate_monthly,half_normal,weak,2.25,0.06540464507210211
2.5,aggregate_monthly,half_normal,weak,2.5,0.05745755582042268
2.5,aggregate_monthly,half_normal,weak,2.75,0.011885932349941165
2.5,aggregate_monthly,half_normal,weak,3.0,5.113456198132032e-9
2.5,aggregate_monthly,half_normal,weak,3.25,0.001817929290049631
2.5,aggregate_monthly,half_normal,weak,3.5,0.03559799363961056
2.5,aggregate_monthly,half_normal,moderate,0.0,0.19549302003144378
2.5,aggregate_monthly,half_normal,moderate,0.25,0.15379090418895602
2.5,aggregate_monthly,half_normal,moderate,0.5,0.13906361634313105
2.5,aggregate_monthly,half_normal,moderate,0.75,0.2390904471935641
2.5,aggregate_monthly,half_normal,moderate,1.0,0.03950042059993928
2.5,aggregate_monthly,half_normal,moderate,1.25,0.12469808692972763
2.5,aggregate_monthly,half_normal,moderate,1.5,3.5579162941616864e-5
2.5,aggregate_monthly,half_normal,moderate,1.75,5.842130059450768e-5
2.5,aggregate_monthly,half_normal,moderate,2.0,0.017213796274356926
2.5,aggregate_monthly,half_normal,moderate,2.25,0.03811437229309313
2.5,aggregate_monthly,half_normal,moderate,2.5,0.026517057989020303
2.5,aggregate_monthly,half_normal,moderate,2.75,0.009744608070497061
2.5,aggregate_monthly,half_normal,moderate,3.0,3.2513231749691425e-9
2.5,aggregate_monthly,half_normal,moderate,3.25,0.0009466843630817317
2.5,aggregate_monthly,half_normal,moderate,3.5,0.015732982008329587
2.5,aggregate_monthly,half_normal,strong,0.0,0.2699431313816546
2.5,aggregate_monthly,half_normal,strong,0.25,0.20380982866625805
2.5,aggregate_monthly,half_normal,strong,0.5,0.16435029371300727
2.5,aggregate_monthly,half_normal,strong,0.75,0.2274334360262877
2.5,aggregate_monthly,half_normal,strong,1.0,0.06608173184098763
2.5,aggregate_monthly,half_normal,strong,1.25,0.06092351981721595
2.5,aggregate_monthly,half_normal,strong,1.5,1.108398430206818e-5
2.5,aggregate_monthly,half_normal,strong,1.75,3.401355003336688e-5
2.5,aggregate_monthly,half_normal,strong,2.0,0.0036199022934559357
2.5,aggregate_monthly,half_normal,strong,2.25,0.0026753140233319343
2.5,aggregate_monthly,half_normal,strong,2.5,0.0007691316216744162
2.5,aggregate_monthly,half_normal,strong,2.75,0.00032055684452589187
2.5,aggregate_monthly,half_normal,strong,3.0,3.9882235754486455e-11
2.5,aggregate_monthly,half_normal,strong,3.25,4.240307640841514e-6
2.5,aggregate_monthly,half_normal,strong,3.5,2.3815889742216062e-5
2.5,aggregate_monthly,exponential,weak,0.0,0.201034504479388
2.5,aggregate_monthly,exponential,weak,0.25,0.1476487404600781
2.5,aggregate_monthly,exponential,weak,0.5,0.1278276002444368
2.5,aggregate_monthly,exponential,weak,0.75,0.2174165552951316
2.5,aggregate_monthly,exponential,weak,1.0,0.026602507844723993
2.5,aggregate_monthly,exponential,weak,1.25,0.12006872160456879
2.5,aggregate_monthly,exponential,weak,1.5,3.667201231888581e-5
2.5,aggregate_monthly,exponential,weak,1.75,3.7144458158756256e-5
2.5,aggregate_monthly,exponential,weak,2.0,0.017053218467910983
2.5,aggregate_monthly,exponential,weak,2.25,0.05133386986196352
2.5,aggregate_monthly,exponential,weak,2.5,0.04419747426035666
2.5,aggregate_monthly,exponential,weak,2.75,0.010662168889919534
2.5,aggregate_monthly,exponential,weak,3.0,4.593567458176106e-9
2.5,aggregate_monthly,exponential,weak,3.25,0.0016668390848493283
2.5,aggregate_monthly,exponential,weak,3.5,0.034413978442627564
2.5,aggregate_monthly,exponential,moderate,0.0,0.2981442658626208
2.5,aggregate_monthly,exponential,moderate,0.25,0.18485125891423607
2.5,aggregate_monthly,exponential,moderate,0.5,0.13601865564070023
2.5,aggregate_monthly,exponential,moderate,0.75,0.19550388502156368
2.5,aggregate_monthly,exponential,moderate,1.0,0.03569074866902459
2.5,aggregate_monthly,exponential,moderate,1.25,0.07718815191173557
2.5,aggregate_monthly,exponential,moderate,1.5,2.0078416243643214e-5
2.5,aggregate_monthly,exponential,moderate,1.75,4.485273772403734e-5
2.5,aggregate_monthly,exponential,moderate,2.0,0.010772439459368493
2.5,aggregate_monthly,exponential,moderate,2.25,0.021217804757885744
2.5,aggregate_monthly,exponential,moderate,2.5,0.014539293103345981
2.5,aggregate_monthly,exponential,moderate,2.75,0.007710965540348382
2.5,aggregate_monthly,exponential,moderate,3.0,2.7657091104066125e-9
2.5,aggregate_monthly,exponential,moderate,3.25,0.0008987635961196696
2.5,aggregate_monthly,exponential,moderate,3.5,0.017398833603373878
2.5,aggregate_monthly,exponential,strong,0.0,0.43299055110704987
2.5,aggregate_monthly,exponential,strong,0.25,0.2111240059829071
2.5,aggregate_monthly,exponential,strong,0.5,0.12324547157018634
2.5,aggregate_monthly,exponential,strong,0.75,0.13403010528928586
2.5,aggregate_monthly,exponential,strong,1.0,0.048078659532299395
2.5,aggregate_monthly,exponential,strong,1.25,0.03222378326958949
2.5,aggregate_monthly,exponential,strong,1.5,6.5459456471836465e-6
2.5,aggregate_monthly,exponential,strong,1.75,3.661043752311298e-5
2.5,aggregate_monthly,exponential,strong,2.0,0.005070611285632499
2.5,aggregate_monthly,exponential,strong,2.25,0.005106856300426004
2.5,aggregate_monthly,exponential,strong,2.5,0.002469856417300851
2.5,aggregate_monthly,exponential,strong,2.75,0.0026329482721071675
2.5,aggregate_monthly,exponential,strong,3.0,7.044578985953227e-10
2.5,aggregate_monthly,exponential,strong,3.25,0.00018332595958269745
2.5,aggregate_monthly,exponential,strong,3.5,0.002800667926004501
2.5,aggregate_monthly,spike_slab,weak,0.0,0.3834268369450872
2.5,aggregate_monthly,spike_slab,weak,0.25,0.10398706621526474
2.5,aggregate_monthly,spike_slab,weak,0.5,0.0961523019223693
2.5,aggregate_monthly,spike_slab,weak,0.75,0.16785409193848067
2.5,aggregate_monthly,spike_slab,weak,1.0,0.025919094639913463
2.5,aggregate_monthly,spike_slab,weak,1.25,0.09677245128998217
2.5,aggregate_monthly,spike_slab,weak,1.5,2.947030666144079e-5
2.5,aggregate_monthly,spike_slab,weak,1.75,4.3237760365206765e-5
2.5,aggregate_monthly,spike_slab,weak,2.0,0.015291718207171416
2.5,aggregate_monthly,spike_slab,weak,2.25,0.04044703560326005
2.5,aggregate_monthly,spike_slab,weak,2.5,0.03148462328816576
2.5,aggregate_monthly,spike_slab,weak,2.75,0.010553859724816393
2.5,aggregate_monthly,spike_slab,weak,3.0,4.1218779867350575e-9
2.5,aggregate_monthly,spike_slab,weak,3.25,0.0013777236116113692
2.5,aggregate_monthly,spike_slab,weak,3.5,0.026660484424972774
2.5,aggregate_monthly,spike_slab,moderate,0.0,0.6312010900580766
2.5,aggregate_monthly,spike_slab,moderate,0.25,0.05766490908158242
2.5,aggregate_monthly,spike_slab,moderate,0.5,0.05383541449916449
2.5,aggregate_monthly,spike_slab,moderate,0.75,0.09185711963179129
2.5,aggregate_monthly,spike_slab,moderate,1.0,0.019221468426204532
2.5,aggregate_monthly,spike_slab,moderate,1.25,0.05316755882163195
2.5,aggregate_monthly,spike_slab,moderate,1.5,1.6207604553636e-5
2.5,aggregate_monthly,spike_slab,moderate,1.75,3.832000455163811e-5
2.5,aggregate_monthly,spike_slab,moderate,2.0,0.010810231316461364
2.5,aggregate_monthly,spike_slab,moderate,2.25,0.02573449277397783
2.5,aggregate_monthly,spike_slab,moderate,2.5,0.019014761960394946
2.5,aggregate_monthly,spike_slab,moderate,2.75,0.009750775497802431
2.5,aggregate_monthly,spike_slab,moderate,3.0,3.83035512347211e-9
2.5,aggregate_monthly,spike_slab,moderate,3.25,0.0013053019494330882
2.5,aggregate_monthly,spike_slab,moderate,3.5,0.026382344544018676
2.5,aggregate_monthly,spike_slab,strong,0.0,0.806271499550887
2.5,aggregate_monthly,spike_slab,strong,0.25,0.024885525286823997
2.5,aggregate_monthly,spike_slab,strong,0.5,0.02359542770373475
2.5,aggregate_monthly,spike_slab,strong,0.75,0.038994699331109
2.5,aggregate_monthly,spike_slab,strong,1.0,0.014364026153041819
2.5,aggregate_monthly,spike_slab,strong,1.25,0.022688885200785616
2.5,aggregate_monthly,spike_slab,strong,1.5,6.912397868910086e-6
2.5,aggregate_monthly,spike_slab,strong,1.75,3.4393179522908394e-5
2.5,aggregate_monthly,spike_slab,strong,2.0,0.00761225335540047
2.5,aggregate_monthly,spike_slab,strong,2.25,0.01506874016316553
2.5,aggregate_monthly,spike_slab,strong,2.5,0.01022379898482723
2.5,aggregate_monthly,spike_slab,strong,2.75,0.009139346009194716
2.5,aggregate_monthly,spike_slab,strong,3.0,3.5890247874416595e-9
2.5,aggregate_monthly,spike_slab,strong,3.25,0.0012425388491981257
2.5,aggregate_monthly,spike_slab,strong,3.5,0.02587195024541499
2.5,group_weekly,half_normal,weak,0.0,0.06762404074966377
2.5,group_weekly,half_normal,weak,0.25,0.03335503355092744
2.5,group_weekly,half_normal,weak,0.5,0.08057628668836356
2.5,group_weekly,half_normal,weak,0.75,0.04216055523847372
2.5,group_weekly,half_normal,weak,1.0,0.04818025428448943
2.5,group_weekly,half_normal,weak,1.25,0.19828502635281992
2.5,group_weekly,half_normal,weak,1.5,2.128488132697607e-15
2.5,group_weekly,half_normal,weak,1.75,3.728726200953968e-15
2.5,group_weekly,half_normal,weak,2.0,0.10938996620042651
2.5,group_weekly,half_normal,weak,2.25,0.15582487245981586
2.5,group_weekly,half_normal,weak,2.5,0.11418099797015384
2.5,group_weekly,half_normal,weak,2.75,0.0666417334799075
2.5,group_weekly,half_normal,weak,3.0,3.971007569764686e-17
2.5,group_weekly,half_normal,weak,3.25,0.06495610371451149
2.5,group_weekly,half_normal,weak,3.5,0.018825129310441117
2.5,group_weekly,half_normal,moderate,0.0,0.08662816448851106
2.5,group_weekly,half_normal,moderate,0.25,0.04538154968788887
2.5,group_weekly,half_normal,moderate,0.5,0.09766134962566338
2.5,group_weekly,half_normal,moderate,0.75,0.05348557069217689
2.5,group_weekly,half_normal,moderate,1.0,0.057756626214500985
2.5,group_weekly,half_normal,moderate,1.25,0.2125343008223508
2.5,group_weekly,half_normal,moderate,1.5,2.651782783847264e-15
2.5,group_weekly,half_normal,moderate,1.75,7.0676293836903096e-15
2.5,group_weekly,half_normal,moderate,2.0,0.11883533791600079
2.5,group_weekly,half_normal,moderate,2.25,0.1300587460692953
2.5,group_weekly,half_normal,moderate,2.5,0.09015181369891033
2.5,group_weekly,half_normal,moderate,2.75,0.05226904144976873
2.5,group_weekly,half_normal,moderate,3.0,2.997069296395293e-17
2.5,group_weekly,half_normal,moderate,3.25,0.048086832258622904
2.5,group_weekly,half_normal,moderate,3.5,0.007150667076300168
2.5,group_weekly,half_normal,strong,0.0,0.17118867278313354
2.5,group_weekly,half_normal,strong,0.25,0.09543397133919575
2.5,group_weekly,half_normal,strong,0.5,0.1546773179372726
2.5,group_weekly,half_normal,strong,0.75,0.08331424976296178
2.5,group_weekly,half_normal,strong,1.0,0.07891355834130548
2.5,group_weekly,half_normal,strong,1.25,0.19341092126919845
2.5,group_weekly,half_normal,strong,1.5,1.283672591293723e-14
2.5,group_weekly,half_normal,strong,1.75,6.294470651790015e-14
2.5,group_weekly,half_normal,strong,2.0,0.114581644621264
2.5,group_weekly,half_normal,strong,2.25,0.05389466728080199
2.5,group_weekly,half_normal,strong,2.5,0.018672754317986835
2.5,group_weekly,half_normal,strong,2.75,0.02112902968338853
2.5,group_weekly,half_normal,strong,3.0,5.797647362795511e-18
2.5,group_weekly,half_normal,strong,3.25,0.014706499700192381
2.5,group_weekly,half_normal,strong,3.5,7.671296322285485e-5
2.5,group_weekly,exponential,weak,0.0,0.08600275586359496
2.5,group_weekly,exponential,weak,0.25,0.039865268926626896
2.5,group_weekly,exponential,weak,0.5,0.0871864359593239
2.5,group_weekly,exponential,weak,0.75,0.04485517264396004
2.5,group_weekly,exponential,weak,1.0,0.048280248830873465
2.5,group_weekly,exponential,weak,1.25,0.19133949664206704
2.5,group_weekly,exponential,weak,1.5,1.967865453179146e-15
2.5,group_weekly,exponential,weak,1.75,3.8577122192039854e-15
2.5,group_weekly,exponential,weak,2.0,0.10486486583645645
2.5,group_weekly,exponential,weak,2.25,0.1436341358841601
2.5,group_weekly,exponential,weak,2.5,0.10804207105298892
2.5,group_weekly,exponential,weak,2.75,0.06344552828738967
2.5,group_weekly,exponential,weak,3.0,3.848624845665365e-17
2.5,group_weekly,exponential,weak,3.25,0.0638972189493643
2.5,group_weekly,exponential,weak,3.5,0.01858680112318842
2.5,group_weekly,exponential,moderate,0.0,0.15365215534921584
2.5,group_weekly,exponential,moderate,0.25,0.06661349609676162
2.5,group_weekly,exponential,moderate,0.5,0.10891758363726792
2.5,group_weekly,exponential,moderate,0.75,0.05535912587772219
2.5,group_weekly,exponential,moderate,1.0,0.05295929718009591
2.5,group_weekly,exponential,moderate,1.25,0.17169101360641972
2.5,group_weekly,exponential,moderate,1.5,2.228343813074359e-15
2.5,group_weekly,exponential,moderate,1.75,6.584723125780598e-15
2.5,group_weekly,exponential,moderate,2.0,0.09912460095552761
2.5,group_weekly,exponential,moderate,2.25,0.1043354522831674
2.5,group_weekly,exponential,moderate,2.5,0.07920778364792233
2.5,group_weekly,exponential,moderate,2.75,0.048358591115006976
2.5,group_weekly,exponential,moderate,3.0,3.026421296899338e-17
2.5,group_weekly,exponential,moderate,3.25,0.05035106457448557
2.5,group_weekly,exponential,moderate,3.5,0.009429835676398081
2.5,group_weekly,exponential,strong,0.0,0.28597021896346536
2.5,group_weekly,exponential,strong,0.25,0.1113120993766861
2.5,group_weekly,exponential,strong,0.5,0.12225869017562424
2.5,group_weekly,exponential,strong,0.75,0.05772280539535569
2.5,group_weekly,exponential,strong,1.0,0.051378999074893426
2.5,group_weekly,exponential,strong,1.25,0.1124575743375723
2.5,group_weekly,exponential,strong,1.5,3.609619856936434e-15
2.5,group_weekly,exponential,strong,1.75,1.3152427010237349e-14
2.5,group_weekly,exponential,strong,2.0,0.08551891747216886
2.5,group_weekly,exponential,strong,2.25,0.06051131695421578
2.5,group_weekly,exponential,strong,2.5,0.040071805912572436
2.5,group_weekly,exponential,strong,2.75,0.03308455161014973
2.5,group_weekly,exponential,strong,3.0,1.8067519154314356e-17
2.5,group_weekly,exponential,strong,3.25,0.03679642606791723
2.5,group_weekly,exponential,strong,3.5,0.0029165946593620188
2.5,group_weekly,spike_slab,weak,0.0,0.16937246766266364
2.5,group_weekly,spike_slab,weak,0.25,0.03295902304077996
2.5,group_weekly,spike_slab,weak,0.5,0.06748938760854621
2.5,group_weekly,spike_slab,weak,0.75,0.0391299438983072
2.5,group_weekly,spike_slab,weak,1.0,0.0482282892280119
2.5,group_weekly,spike_slab,weak,1.25,0.1704392130956277
2.5,group_weekly,spike_slab,weak,1.5,1.936758772723442e-15
2.5,group_weekly,spike_slab,weak,1.75,4.8256330867995e-15
2.5,group_weekly,spike_slab,weak,2.0,0.10630521654745448
2.5,group_weekly,spike_slab,weak,2.25,0.13451593564825046
2.5,group_weekly,spike_slab,weak,2.5,0.10158461551282232
2.5,group_weekly,spike_slab,weak,2.75,0.05976634448528359
2.5,group_weekly,spike_slab,weak,3.0,3.5701576517266407e-17
2.5,group_weekly,spike_slab,weak,3.25,0.0574010192013163
2.5,group_weekly,spike_slab,weak,3.5,0.012808544070929502
2.5,group_weekly,spike_slab,moderate,0.0,0.3111313805875973
2.5,group_weekly,spike_slab,moderate,0.25,0.02559985662732439
2.5,group_weekly,spike_slab,moderate,0.5,0.04245600878380174
2.5,group_weekly,spike_slab,moderate,0.75,0.028108799427453816
2.5,group_weekly,spike_slab,moderate,1.0,0.041587248601455226
2.5,group_weekly,spike_slab,moderate,1.25,0.11727346711449056
2.5,group_weekly,spike_slab,moderate,1.5,1.5859026892073998e-15
2.5,group_weekly,spike_slab,moderate,1.75,4.693729722891982e-15
2.5,group_weekly,spike_slab,moderate,2.0,0.09391926290969359
2.5,group_weekly,spike_slab,moderate,2.25,0.11615525544488366
2.5,group_weekly,spike_slab,moderate,2.5,0.09539127265672247
2.5,group_weekly,spike_slab,moderate,2.75,0.05834016018528364
2.5,group_weekly,spike_slab,moderate,3.0,3.519897791676114e-17
2.5,group_weekly,spike_slab,moderate,3.25,0.05730156759990395
2.5,group_weekly,spike_slab,moderate,3.5,0.012735720061383399
2.5,group_weekly,spike_slab,strong,0.0,0.45959153302464345
2.5,group_weekly,spike_slab,strong,0.25,0.01802431781256689
2.5,group_weekly,spike_slab,strong,0.5,0.02211818508667115
2.5,group_weekly,spike_slab,strong,0.75,0.017637863439724358
2.5,group_weekly,spike_slab,strong,1.0,0.032551124199668505
2.5,group_weekly,spike_slab,strong,1.25,0.06595431131210847
2.5,group_weekly,spike_slab,strong,1.5,1.3197478894395681e-15
2.5,group_weekly,spike_slab,strong,1.75,4.560602456378223e-15
2.5,group_weekly,spike_slab,strong,2.0,0.07969709034483415
2.5,group_weekly,spike_slab,strong,2.25,0.09419032727268471
2.5,group_weekly,spike_slab,strong,2.5,0.08470000785327973
2.5,group_weekly,spike_slab,strong,2.75,0.05589295922748553
2.5,group_weekly,spike_slab,strong,3.0,3.463929566261237e-17
2.5,group_weekly,spike_slab,strong,3.25,0.05705767126055044
2.5,group_weekly,spike_slab,strong,3.5,0.012584609165776714
