period,t_start,t_end,true_incidence,reported_incidence,eta,rep
1,0.0,7.0,215,215.0,2.0,1
2,7.0,14.0,763,763.0,2.0,1
3,14.0,21.0,15,15.0,2.0,1
4,21.0,28.0,4,4.0,2.0,1
5,28.0,35.0,0,0.0,2.0,1
6,35.0,42.0,0,0.0,2.0,1
7,42.0,49.0,0,0.0,2.0,1
8,49.0,56.0,0,0.0,2.0,1
9,56.0,63.0,0,0.0,2.0,1
10,63.0,70.0,0,0.0,2.0,1
11,70.0,77.0,0,0.0,2.0,1
12,77.0,84.0,0,0.0,2.0,1
13,84.0,91.0,0,0.0,2.0,1
14,91.0,98.0,0,0.0,2.0,1
15,98.0,105.0,0,0.0,2.0,1
16,105.0,112.0,0,0.0,2.0,1
17,112.0,119.0,0,0.0,2.0,1
18,119.0,126.0,0,0.0,2.0,1
19,126.0,133.0,0,0.0,2.0,1
20,133.0,140.0,0,0.0,2.0,1
21,140.0,147.0,0,0.0,2.0,1
1,0.0,7.0,516,516.0,2.0,2
2,7.0,14.0,465,465.0,2.0,2
3,14.0,21.0,14,14.0,2.0,2
4,21.0,28.0,0,0.0,2.0,2
5,28.0,35.0,2,2.0,2.0,2
6,35.0,42.0,0,0.0,2.0,2
7,42.0,49.0,0,0.0,2.0,2
8,49.0,56.0,0,0.0,2.0,2
9,56.0,63.0,0,0.0,2.0,2
10,63.0,70.0,0,0.0,2.0,2
11,70.0,77.0,0,0.0,2.0,2
12,77.0,84.0,0,0.0,2.0,2
13,84.0,91.0,0,0.0,2.0,2
14,91.0,98.0,0,0.0,2.0,2
15,98.0,105.0,0,0.0,2.0,2
16,105.0,112.0,0,0.0,2.0,2
17,112.0,119.0,0,0.0,2.0,2
18,119.0,126.0,0,0.0,2.0,2
19,126.0,133.0,0,0.0,2.0,2
20,133.0,140.0,0,0.0,2.0,2
21,140.0,147.0,0,0.0,2.0,2
1,0.0,7.0,563,563.0,2.0,3
2,7.0,14.0,427,427.0,2.0,3
3,14.0,21.0,6,6.0,2.0,3
4,21.0,28.0,1,1.0,2.0,3
5,28.0,35.0,0,0.0,2.0,3
6,35.0,42.0,0,0.0,2.0,3
7,42.0,49.0,0,0.0,2.0,3
8,49.0,56.0,0,0.0,2.0,3
9,56.0,63.0,0,0.0,2.0,3
10,63.0,70.0,0,0.0,2.0,3
11,70.0,77.0,0,0.0,2.0,3
12,77.0,84.0,0,0.0,2.0,3
13,84.0,91.0,0,0.0,2.0,3
14,91.0,98.0,0,0.0,2.0,3
15,98.0,105.0,0,0.0,2.0,3
16,105.0,112.0,0,0.0,2.0,3
17,112.0,119.0,0,0.0,2.0,3
18,119.0,126.0,0,0.0,2.0,3
19,126.0,133.0,0,0.0,2.0,3
20,133.0,140.0,0,0.0,2.0,3
21,140.0,147.0,0,0.0,2.0,3
1,0.0,7.0,478,478.0,2.0,4
2,7.0,14.0,510,510.0,2.0,4
3,14.0,21.0,9,9.0,2.0,4
4,21.0,28.0,0,0.0,2.0,4
5,28.0,35.0,0,0.0,2.0,4
6,35.0,42.0,0,0.0,2.0,4
7,42.0,49.0,0,0.0,2.0,4
8,49.0,56.0,0,0.0,2.0,4
9,56.0,63.0,0,0.0,2.0,4
10,63.0,70.0,0,0.0,2.0,4
11,70.0,77.0,0,0.0,2.0,4
12,77.0,84.0,0,0.0,2.0,4
13,84.0,91.0,0,0.0,2.0,4
14,91.0,98.0,0,0.0,2.0,4
15,98.0,105.0,0,0.0,2.0,4
16,105.0,112.0,0,0.0,2.0,4
17,112.0,119.0,0,0.0,2.0,4
18,119.0,126.0,0,0.0,2.0,4
19,126.0,133.0,0,0.0,2.0,4
20,133.0,140.0,0,0.0,2.0,4
21,140.0,147.0,0,0.0,2.0,4
1,0.0,7.0,420,420.0,2.0,5
2,7.0,14.0,560,560.0,2.0,5
3,14.0,21.0,15,15.0,2.0,5
4,21.0,28.0,1,1.0,2.0,5
5,28.0,35.0,0,0.0,2.0,5
6,35.0,42.0,0,0.0,2.0,5
7,42.0,49.0,0,0.0,2.0,5
8,49.0,56.0,0,0.0,2.0,5
9,56.0,63.0,0,0.0,2.0,5
10,63.0,70.0,0,0.0,2.0,5
11,70.0,77.0,0,0.0,2.0,5
12,77.0,84.0,0,0.0,2.0,5
13,84.0,91.0,0,0.0,2.0,5
14,91.0,98.0,0,0.0,2.0,5
15,98.0,105.0,0,0.0,2.0,5
16,105.0,112.0,0,0.0,2.0,5
17,112.0,119.0,0,0.0,2.0,5
18,119.0,126.0,0,0.0,2.0,5
19,126.0,133.0,0,0.0,2.0,5
20,133.0,140.0,0,0.0,2.0,5
21,140.0,147.0,0,0.0,2.0,5
1,0.0,7.0,423,423.0,2.0,6
2,7.0,14.0,563,563.0,2.0,6
3,14.0,21.0,11,11.0,2.0,6
4,21.0,28.0,0,0.0,2.0,6
5,28.0,35.0,0,0.0,2.0,6
6,35.0,42.0,0,0.0,2.0,6
7,42.0,49.0,0,0.0,2.0,6
8,49.0,56.0,0,0.0,2.0,6
9,56.0,63.0,0,0.0,2.0,6
10,63.0,70.0,0,0.0,2.0,6
11,70.0,77.0,0,0.0,2.0,6
12,77.0,84.0,0,0.0,2.0,6
13,84.0,91.0,0,0.0,2.0,6
14,91.0,98.0,0,0.0,2.0,6
15,98.0,105.0,0,0.0,2.0,6
16,105.0,112.0,0,0.0,2.0,6
17,112.0,119.0,0,0.0,2.0,6
18,119.0,126.0,0,0.0,2.0,6
19,126.0,133.0,0,0.0,2.0,6
20,133.0,140.0,0,0.0,2.0,6
21,140.0,147.0,0,0.0,2.0,6
1,0.0,7.0,337,337.0,2.0,7
2,7.0,14.0,642,642.0,2.0,7
3,14.0,21.0,17,17.0,2.0,7
4,21.0,28.0,1,1.0,2.0,7
5,28.0,35.0,0,0.0,2.0,7
6,35.0,42.0,0,0.0,2.0,7
7,42.0,49.0,0,0.0,2.0,7
8,49.0,56.0,0,0.0,2.0,7
9,56.0,63.0,0,0.0,2.0,7
10,63.0,70.0,0,0.0,2.0,7
11,70.0,77.0,0,0.0,2.0,7
12,77.0,84.0,0,0.0,2.0,7
13,84.0,91.0,0,0.0,2.0,7
14,91.0,98.0,0,0.0,2.0,7
15,98.0,105.0,0,0.0,2.0,7
16,105.0,112.0,0,0.0,2.0,7
17,112.0,119.0,0,0.0,2.0,7
18,119.0,126.0,0,0.0,2.0,7
19,126.0,133.0,0,0.0,2.0,7
20,133.0,140.0,0,0.0,2.0,7
21,140.0,147.0,0,0.0,2.0,7
1,0.0,7.0,205,205.0,2.0,8
2,7.0,14.0,761,761.0,2.0,8
3,14.0,21.0,25,25.0,2.0,8
4,21.0,28.0,4,4.0,2.0,8
5,28.0,35.0,0,0.0,2.0,8
6,35.0,42.0,0,0.0,2.0,8
7,42.0,49.0,1,1.0,2.0,8
8,49.0,56.0,0,0.0,2.0,8
9,56.0,63.0,0,0.0,2.0,8
10,63.0,70.0,0,0.0,2.0,8
11,70.0,77.0,0,0.0,2.0,8
12,77.0,84.0,0,0.0,2.0,8
13,84.0,91.0,0,0.0,2.0,8
14,91.0,98.0,0,0.0,2.0,8
15,98.0,105.0,0,0.0,2.0,8
16,105.0,112.0,0,0.0,2.0,8
17,112.0,119.0,0,0.0,2.0,8
18,119.0,126.0,0,0.0,2.0,8
19,126.0,133.0,0,0.0,2.0,8
20,133.0,140.0,0,0.0,2.0,8
21,140.0,147.0,0,0.0,2.0,8
1,0.0,7.0,439,439.0,2.0,9
2,7.0,14.0,544,544.0,2.0,9
3,14.0,21.0,12,12.0,2.0,9
4,21.0,28.0,1,1.0,2.0,9
5,28.0,35.0,0,0.0,2.0,9
6,35.0,42.0,0,0.0,2.0,9
7,42.0,49.0,0,0.0,2.0,9
8,49.0,56.0,0,0.0,2.0,9
9,56.0,63.0,0,0.0,2.0,9
10,63.0,70.0,0,0.0,2.0,9
11,70.0,77.0,0,0.0,2.0,9
12,77.0,84.0,0,0.0,2.0,9
13,84.0,91.0,0,0.0,2.0,9
14,91.0,98.0,0,0.0,2.0,9
15,98.0,105.0,0,0.0,2.0,9
16,105.0,112.0,0,0.0,2.0,9
17,112.0,119.0,0,0.0,2.0,9
18,119.0,126.0,0,0.0,2.0,9
19,126.0,133.0,0,0.0,2.0,9
20,133.0,140.0,0,0.0,2.0,9
21,140.0,147.0,0,0.0,2.0,9
1,0.0,7.0,285,285.0,2.0,10
2,7.0,14.0,689,689.0,2.0,10
3,14.0,21.0,22,22.0,2.0,10
4,21.0,28.0,0,0.0,2.0,10
5,28.0,35.0,1,1.0,2.0,10
6,35.0,42.0,0,0.0,2.0,10
7,42.0,49.0,0,0.0,2.0,10
8,49.0,56.0,0,0.0,2.0,10
9,56.0,63.0,0,0.0,2.0,10
10,63.0,70.0,0,0.0,2.0,10
11,70.0,77.0,0,0.0,2.0,10
12,77.0,84.0,0,0.0,2.0,10
13,84.0,91.0,0,0.0,2.0,10
14,91.0,98.0,0,0.0,2.0,10
15,98.0,105.0,0,0.0,2.0,10
16,105.0,112.0,0,0.0,2.0,10
17,112.0,119.0,0,0.0,2.0,10
18,119.0,126.0,0,0.0,2.0,10
19,126.0,133.0,0,0.0,2.0,10
20,133.0,140.0,0,0.0,2.0,10
21,140.0,147.0,0,0.0,2.0,10
1,0.0,7.0,364,364.0,2.0,11
2,7.0,14.0,616,616.0,2.0,11
3,14.0,21.0,16,16.0,2.0,11
4,21.0,28.0,1,1.0,2.0,11
5,28.0,35.0,0,0.0,2.0,11
6,35.0,42.0,0,0.0,2.0,11
7,42.0,49.0,0,0.0,2.0,11
8,49.0,56.0,0,0.0,2.0,11
9,56.0,63.0,0,0.0,2.0,11
10,63.0,70.0,0,0.0,2.0,11
11,70.0,77.0,0,0.0,2.0,11
12,77.0,84.0,0,0.0,2.0,11
13,84.0,91.0,0,0.0,2.0,11
14,91.0,98.0,0,0.0,2.0,11
15,98.0,105.0,0,0.0,2.0,11
16,105.0,112.0,0,0.0,2.0,11
17,112.0,119.0,0,0.0,2.0,11
18,119.0,126.0,0,0.0,2.0,11
19,126.0,133.0,0,0.0,2.0,11
20,133.0,140.0,0,0.0,2.0,11
21,140.0,147.0,0,0.0,2.0,11
1,0.0,7.0,254,254.0,2.0,12
2,7.0,14.0,718,718.0,2.0,12
3,14.0,21.0,25,25.0,2.0,12
4,21.0,28.0,0,0.0,2.0,12
5,28.0,35.0,0,0.0,2.0,12
6,35.0,42.0,0,0.0,2.0,12
7,42.0,49.0,0,0.0,2.0,12
8,49.0,56.0,0,0.0,2.0,12
9,56.0,63.0,0,0.0,2.0,12
10,63.0,70.0,0,0.0,2.0,12
11,70.0,77.0,0,0.0,2.0,12
12,77.0,84.0,0,0.0,2.0,12
13,84.0,91.0,0,0.0,2.0,12
14,91.0,98.0,0,0.0,2.0,12
15,98.0,105.0,0,0.0,2.0,12
16,105.0,112.0,0,0.0,2.0,12
17,112.0,119.0,0,0.0,2.0,12
18,119.0,126.0,0,0.0,2.0,12
19,126.0,133.0,0,0.0,2.0,12
20,133.0,140.0,0,0.0,2.0,12
21,140.0,147.0,0,0.0,2.0,12
1,0.0,7.0,395,395.0,2.0,13
2,7.0,14.0,595,595.0,2.0,13
3,14.0,21.0,7,7.0,2.0,13
4,21.0,28.0,0,0.0,2.0,13
5,28.0,35.0,0,0.0,2.0,13
6,35.0,42.0,0,0.0,2.0,13
7,42.0,49.0,0,0.0,2.0,13
8,49.0,56.0,0,0.0,2.0,13
9,56.0,63.0,0,0.0,2.0,13
10,63.0,70.0,0,0.0,2.0,13
11,70.0,77.0,0,0.0,2.0,13
12,77.0,84.0,0,0.0,2.0,13
13,84.0,91.0,0,0.0,2.0,13
14,91.0,98.0,0,0.0,2.0,13
15,98.0,105.0,0,0.0,2.0,13
16,105.0,112.0,0,0.0,2.0,13
17,112.0,119.0,0,0.0,2.0,13
18,119.0,126.0,0,0.0,2.0,13
19,126.0,133.0,0,0.0,2.0,13
20,133.0,140.0,0,0.0,2.0,13
21,140.0,147.0,0,0.0,2.0,13
1,0.0,7.0,501,501.0,2.0,14
2,7.0,14.0,478,478.0,2.0,14
3,14.0,21.0,14,14.0,2.0,14
4,21.0,28.0,2,2.0,2.0,14
5,28.0,35.0,1,1.0,2.0,14
6,35.0,42.0,0,0.0,2.0,14
7,42.0,49.0,0,0.0,2.0,14
8,49.0,56.0,0,0.0,2.0,14
9,56.0,63.0,0,0.0,2.0,14
10,63.0,70.0,0,0.0,2.0,14
11,70.0,77.0,0,0.0,2.0,14
12,77.0,84.0,0,0.0,2.0,14
13,84.0,91.0,0,0.0,2.0,14
14,91.0,98.0,0,0.0,2.0,14
15,98.0,105.0,0,0.0,2.0,14
16,105.0,112.0,0,0.0,2.0,14
17,112.0,119.0,0,0.0,2.0,14
18,119.0,126.0,0,0.0,2.0,14
19,126.0,133.0,0,0.0,2.0,14
20,133.0,140.0,0,0.0,2.0,14
21,140.0,147.0,0,0.0,2.0,14
1,0.0,7.0,285,285.0,2.0,15
2,7.0,14.0,684,684.0,2.0,15
3,14.0,21.0,26,26.0,2.0,15
4,21.0,28.0,1,1.0,2.0,15
5,28.0,35.0,0,0.0,2.0,15
6,35.0,42.0,0,0.0,2.0,15
7,42.0,49.0,0,0.0,2.0,15
8,49.0,56.0,0,0.0,2.0,15
9,56.0,63.0,0,0.0,2.0,15
10,63.0,70.0,0,0.0,2.0,15
11,70.0,77.0,0,0.0,2.0,15
12,77.0,84.0,0,0.0,2.0,15
13,84.0,91.0,0,0.0,2.0,15
14,91.0,98.0,0,0.0,2.0,15
15,98.0,105.0,0,0.0,2.0,15
16,105.0,112.0,0,0.0,2.0,15
17,112.0,119.0,0,0.0,2.0,15
18,119.0,126.0,0,0.0,2.0,15
19,126.0,133.0,0,0.0,2.0,15
20,133.0,140.0,0,0.0,2.0,15
21,140.0,147.0,0,0.0,2.0,15
1,0.0,7.0,119,119.0,2.0,16
2,7.0,14.0,828,828.0,2.0,16
3,14.0,21.0,43,43.0,2.0,16
4,21.0,28.0,6,6.0,2.0,16
5,28.0,35.0,0,0.0,2.0,16
6,35.0,42.0,0,0.0,2.0,16
7,42.0,49.0,0,0.0,2.0,16
8,49.0,56.0,0,0.0,2.0,16
9,56.0,63.0,0,0.0,2.0,16
10,63.0,70.0,0,0.0,2.0,16
11,70.0,77.0,0,0.0,2.0,16
12,77.0,84.0,0,0.0,2.0,16
13,84.0,91.0,0,0.0,2.0,16
14,91.0,98.0,0,0.0,2.0,16
15,98.0,105.0,0,0.0,2.0,16
16,105.0,112.0,0,0.0,2.0,16
17,112.0,119.0,0,0.0,2.0,16
18,119.0,126.0,0,0.0,2.0,16
19,126.0,133.0,0,0.0,2.0,16
20,133.0,140.0,0,0.0,2.0,16
21,140.0,147.0,0,0.0,2.0,16
1,0.0,7.0,487,487.0,2.0,17
2,7.0,14.0,496,496.0,2.0,17
3,14.0,21.0,11,11.0,2.0,17
4,21.0,28.0,1,1.0,2.0,17
5,28.0,35.0,0,0.0,2.0,17
6,35.0,42.0,0,0.0,2.0,17
7,42.0,49.0,0,0.0,2.0,17
8,49.0,56.0,0,0.0,2.0,17
9,56.0,63.0,0,0.0,2.0,17
10,63.0,70.0,0,0.0,2.0,17
11,70.0,77.0,0,0.0,2.0,17
12,77.0,84.0,0,0.0,2.0,17
13,84.0,91.0,0,0.0,2.0,17
14,91.0,98.0,0,0.0,2.0,17
15,98.0,105.0,0,0.0,2.0,17
16,105.0,112.0,0,0.0,2.0,17
17,112.0,119.0,0,0.0,2.0,17
18,119.0,126.0,0,0.0,2.0,17
19,126.0,133.0,0,0.0,2.0,17
20,133.0,140.0,0,0.0,2.0,17
21,140.0,147.0,0,0.0,2.0,17
1,0.0,7.0,493,493.0,2.0,18
2,7.0,14.0,493,493.0,2.0,18
3,14.0,21.0,11,11.0,2.0,18
4,21.0,28.0,0,0.0,2.0,18
5,28.0,35.0,0,0.0,2.0,18
6,35.0,42.0,0,0.0,2.0,18
7,42.0,49.0,0,0.0,2.0,18
8,49.0,56.0,0,0.0,2.0,18
9,56.0,63.0,0,0.0,2.0,18
10,63.0,70.0,0,0.0,2.0,18
11,70.0,77.0,0,0.0,2.0,18
12,77.0,84.0,0,0.0,2.0,18
13,84.0,91.0,0,0.0,2.0,18
14,91.0,98.0,0,0.0,2.0,18
15,98.0,105.0,0,0.0,2.0,18
16,105.0,112.0,0,0.0,2.0,18
17,112.0,119.0,0,0.0,2.0,18
18,119.0,126.0,0,0.0,2.0,18
19,126.0,133.0,0,0.0,2.0,18
20,133.0,140.0,0,0.0,2.0,18
21,140.0,147.0,0,0.0,2.0,18
1,0.0,7.0,563,563.0,2.0,19
2,7.0,14.0,426,426.0,2.0,19
3,14.0,21.0,7,7.0,2.0,19
4,21.0,28.0,0,0.0,2.0,19
5,28.0,35.0,1,1.0,2.0,19
6,35.0,42.0,0,0.0,2.0,19
7,42.0,49.0,0,0.0,2.0,19
8,49.0,56.0,0,0.0,2.0,19
9,56.0,63.0,0,0.0,2.0,19
10,63.0,70.0,0,0.0,2.0,19
11,70.0,77.0,0,0.0,2.0,19
12,77.0,84.0,0,0.0,2.0,19
13,84.0,91.0,0,0.0,2.0,19
14,91.0,98.0,0,0.0,2.0,19
15,98.0,105.0,0,0.0,2.0,19
16,105.0,112.0,0,0.0,2.0,19
17,112.0,119.0,0,0.0,2.0,19
18,119.0,126.0,0,0.0,2.0,19
19,126.0,133.0,0,0.0,2.0,19
20,133.0,140.0,0,0.0,2.0,19
21,140.0,147.0,0,0.0,2.0,19
1,0.0,7.0,542,542.0,2.0,20
2,7.0,14.0,443,443.0,2.0,20
3,14.0,21.0,10,10.0,2.0,20
4,21.0,28.0,2,2.0,2.0,20
5,28.0,35.0,0,0.0,2.0,20
6,35.0,42.0,0,0.0,2.0,20
7,42.0,49.0,0,0.0,2.0,20
8,49.0,56.0,0,0.0,2.0,20
9,56.0,63.0,0,0.0,2.0,20
10,63.0,70.0,0,0.0,2.0,20
11,70.0,77.0,0,0.0,2.0,20
12,77.0,84.0,0,0.0,2.0,20
13,84.0,91.0,0,0.0,2.0,20
14,91.0,98.0,0,0.0,2.0,20
15,98.0,105.0,0,0.0,2.0,20
16,105.0,112.0,0,0.0,2.0,20
17,112.0,119.0,0,0.0,2.0,20
18,119.0,126.0,0,0.0,2.0,20
19,126.0,133.0,0,0.0,2.0,20
20,133.0,140.0,0,0.0,2.0,20
21,140.0,147.0,0,0.0,2.0,20
